src,prod,name
C=CC=C.COc1cc(ccc1OC)C=C[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
CCOC(=O)/C=C/c1ccco1.FC(F)(F)C#CC(F)(F)F.C1CCOC1,CCOC(=O)/C=C/C12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
FC(F)(F)C#CC(F)(F)F.Cc1ccco1,CC12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
FC(F)(F)C#CC(F)(F)F.Cc1ccco1,CC12C=CC(O2)C(=C1C(F)(F)F)C(F)(F)F,Triple bond Diels-Alder
C=C.C=CC=C,C1=CCCCC1,Diels-Alder cycloaddition
CC(C)(C)OC(=O)/C=C\[C@@H](C)OC(=O)/C=C/C(C)=C/CCOCc1ccccc1.C1CN=C2CCCCCN2C1.Cc1ccccc1C,CC1=C[C@H]2C(O[C@@H]([C@H]2[C@@H]([C@H]1CCOCc1ccccc1)C(=O)OC(C)(C)C)C)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
Cn1ccccc1=O.O=C1C=CC(O1)=O.Cc1ccccc1,CN1C(C2C=CC1C1C(OC(C21)=O)=O)=O,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
Cc1ccc(n1C(=O)OC(C)(C)C)C.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2(C=CC1(N2C(=O)OC(C)(C)C)C)C)C(=O)OC,Triple bond Diels-Alder
C=C(/C=C/OC)O[Si](C)(C)C(C)(C)C.CC(=O)NC1=CC(C=CC1=O)=O.Cc1ccccc1,COC1C=C(CC2C(C=C(C(C12)=O)NC(C)=O)=O)O[Si](C)(C)C(C)(C)C,Diels-Alder cycloaddition
C=C(Cl)C#N.C1C=CCC=1.Cc1ccccc1,N#CC1(CC2C=CC1C2)Cl,Diels-Alder cycloaddition
C=C1CCc2ccccc2C1=O.C/C=C/OCC.CC(Cl)Cl,CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
C=C1CCc2ccccc2C1=O.CC=COCC.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(Cl)Cl.[Yb],CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
CN1C(C=CC1=O)=O.O=C(Oc1ccccc1)N1C(=COc2ccccc21)C1=COc2ccccc2O1.Cc1ccccc1,CN1C(C2C3Oc4ccccc4N(C3=C3Oc4ccccc4OC3C2C1=O)C(=O)Oc1ccccc1)=O,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(N)=O.Cc1ccccc1.Oc1ccc(cc1)O.ClCCl,CC(=O)OC1C=CCCC1C(N)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.O=C1C=CC(O1)=O,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=CCOCC1COC(O1)(C)C.C1C=CCC=1,CC1(OCC(O1)COCC1CC2C=CC1C2)C,Diels-Alder cycloaddition
C=CC=C.O=C(/C=C/C(=O)c1ccc(cc1)F)c1ccc(cc1)F,O=C(c1ccc(cc1)F)C1CC=CCC1C(=O)c1ccc(cc1)F,Diels-Alder cycloaddition
C#CS(=O)(=O)c1ccc(cc1)C.CC(C)(C)OC(=O)n1cccc1,CC(C)(C)OC(=O)N1C2C=CC1C(=C2)S(=O)(=O)c1ccc(cc1)C,Triple bond Diels-Alder
C=CC(=O)OCC.C=CC1=CCCC([C@@H]1OC(C)=O)C,CC(=O)OC1C2=CCCC(C2CCC1C)C(=O)OCC,Diels-Alder cycloaddition
FC(F)(F)C#CC(F)(F)F.C1C=CCC=1,FC(F)(F)C1=C(C2C=CC1C2)C(F)(F)F,Triple bond Diels-Alder
C=CC=O.c1ccoc1.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
C=C1C(C2CCC1C(C2=C)=C)=C.C1#CC=CC=C1,C=C1C(C2CCC1C1Cc3ccccc3CC=12)=C,Triple bond Diels-Alder
C=C1C(C2CCC1C(C2=C)=C)=C.C1#CC=CC=C1,C=C1C(C2CCC1C1Cc3ccccc3CC=12)=C,Triple bond Diels-Alder
CCOC(=O)N1CCC=C(C1)/C=C/C(=O)O[C@H](C)/C=C\C(=O)OCc1ccccc1.Cc1ccccc1C.C1CN2CCCCCC2=NC1,CCOC(=O)N1CC[C@@H]2C(=C[C@H]3C(O[C@@H]([C@H]3[C@H]2C(=O)OCc2ccccc2)C)=O)C1,Diels-Alder cycloaddition
C=C1C(C2C=CC1C(C2=C)=C)=C.C1#CC=CC=C1,C=C1C(C2C=CC1C1Cc3ccccc3CC=12)=C,Triple bond Diels-Alder
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)/C=C/C,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)/C=C/C,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC.CC1CC(CCC1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC.C[C@@H]1C[C@H](CC[C@H]1c1ccccn1)C.C[C@@H]1C[C@@H](CC[C@H]1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC.C[C@@H]1C[C@H](CC[C@H]1c1ccccn1)C.C[C@@H]1C[C@@H](CC[C@H]1c1ccccn1)C.c1ccncc1,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
C=Cc1ccccn1.C=C(C)C=CC,CC1C=C(CCC1c1ccccn1)C,Diels-Alder cycloaddition
FC(F)(F)C#CC(F)(F)F.C1C=CCC=1,FC(F)(F)C1=C(C2C=CC1C2)C(F)(F)F,Triple bond Diels-Alder
C=CC=COC(C)=O.C=CC(=O)OCCCC.Cc1ccccc1.Oc1ccc(cc1)O,CC(=O)OC1C=CCCC1C(=O)OCCCC,Diels-Alder cycloaddition
C=COCC.Cc1cccc(c1)-c1nnc(nn1)-c1ccccc1Cc1ccccc1,Cc1cccc(c1)-c1ccc(nn1)-c1ccccc1Cc1ccccc1,Aza-Diels-Alder reaction
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
CCOC(=O)N[C@@H]1CCC=C(C1)/C=C/C(=O)O[C@H](C)/C=C\C(=O)OCc1ccccc1.C1CN=C2CCCCCN2C1,CCOC(=O)N[C@H]1CC2=C[C@H]3C(O[C@@H]([C@H]3[C@H]([C@@H]2CC1)C(=O)OCc1ccccc1)C)=O,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
Cn1ccccc1=O.O=C1C=CC(O1)=O.Cc1ccccc1,CN1C(C2C=CC1C1C(OC(C21)=O)=O)=O,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
Cc1ccc(n1C(=O)OC(C)(C)C)C.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2(C=CC1(N2C(=O)OC(C)(C)C)C)C)C(=O)OC,Triple bond Diels-Alder
C[C@H](/C=C\C(=O)c1nc2ccccc2s1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O.C1CN=C2CCCCCN2C1,C[C@H]1OC([C@@H]2C=C3C[C@H](CC[C@H]3[C@@H]([C@@H]21)C(=O)c1nc2ccccc2s1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C[C@H](/C=C\C(=O)OCc1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O.C1CN=C2CCCCCN2C1,C[C@H]1OC([C@@H]2C=C3C[C@H](CC[C@H]3[C@@H]([C@@H]21)C(=O)OCc1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
CC(C)(C)OC(=O)n1cccc1.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2C=CC1N2C(=O)OC(C)(C)C)C(=O)OC,Triple bond Diels-Alder
Cn1ccccc1=O.O=C1C=CC(O1)=O.Cc1ccccc1,CN1C(C2C=CC1C1C(OC(C21)=O)=O)=O,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1oc(nc1C)C.Cc1ccccc1,CC12OC(N=C2C)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Aza-Diels-Alder reaction
Cc1ccc(n1C(=O)OC(C)(C)C)C.COC(=O)C#CC(=O)OC,COC(=O)C1=C(C2(C=CC1(N2C(=O)OC(C)(C)C)C)C)C(=O)OC,Triple bond Diels-Alder
FC(F)(F)C1CC2C=CC1C2.C=CC=C,FC(F)(F)C1CC2CC1C1CC=CCC21,Diels-Alder cycloaddition
C=C1CCc2ccccc2C1=O.C/C=C/OCC.CC(Cl)Cl,CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
C=C1CCc2ccccc2C1=O.CC=COCC.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(Cl)Cl.[Yb],CC1CC2CCc3ccccc3C=2OC1OCC,Oxa-Diels-Alder reaction
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=CC=O.c1ccoc1.CC(C)O.O=C=O.ClCCl.Cl[Al](Cl)Cl,O=CC1CC2C=CC1O2,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)C=Cc1ccccc1Cl.Cc1ccccc1,[O-][N+](=O)[C@@H]1CC=CC[C@H]1c1ccccc1Cl,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)C=Cc1ccc(cc1Cl)F.Cc1ccccc1,[O-][N+](=O)[C@@H]1CC=CC[C@H]1c1ccc(cc1Cl)F,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
CC1=CC[C@@H](C=C1)C(C)C.CC(C)CC=C1C(=CC(=CC1=O)OC)OC,COc1cc(c2c(c1)O[C@@]1(C=C[C@H](CC1C2CC(C)C)C(C)C)C)OC,Oxa-Diels-Alder reaction
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
C=CCO.C1C=CCC=1,OCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CCO.C1C=CCC=1,OCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CCO.C1C=CCC=1,OCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CCO.C1C=CCC=1,OCC1CC2C=CC1C2,Diels-Alder cycloaddition
N#Cc1ccc(cc1C(F)(F)F)N1C(C=CC1=O)=O.Cc1ccc(o1)C.Cc1ccccc1,CC12C=CC(O2)(C2C(N(C(C21)=O)c1ccc(c(c1)C(F)(F)F)C#N)=O)C,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(=O)OCCCC.Cc1ccccc1.Oc1ccc(cc1)O,CC(=O)OC1C=CCCC1C(=O)OCCCC,Diels-Alder cycloaddition
C=CC=COC(C)=O.C=CC(N)=O.Cc1ccccc1.Oc1ccc(cc1)O.ClCCl,CC(=O)OC1C=CCCC1C(N)=O,Diels-Alder cycloaddition
C=C/C=C/[Si](C)(C)C.O=C1C=CC(O1)=O.Cc1ccccc1,C[Si](C)(C)[C@H]1C=CC[C@@H]2C(OC([C@H]12)=O)=O,Diels-Alder cycloaddition
C/C=C/C(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=C(/C=C/c1ccccc1)C[Si](C)(C)C.C[Al](C)Cl.ClCCl,C[Si](C)(C)CC1=C[C@@H]([C@H]([C@@H](C1)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O)c1ccccc1,Diels-Alder cycloaddition
C=C(C)C=O.C=CC(=C)c1ccc(cc1)OCc1ccccc1.FB(F)F.ClCCl,CC1(CCC(=CC1)c1ccc(cc1)OCc1ccccc1)C=O,Diels-Alder cycloaddition
C=C(C)C=O.C=C(C(=C)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OCc1ccccc1.FB(F)F.ClCCl,CC1(CCC(=C(C1)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OCc1ccccc1)C=O,Diels-Alder cycloaddition
C=C(C(=C)c1ccc(cc1)OC)c1ccc(cc1)OC.O=C1C=CC(O1)=O.Cc1ccccc1.CC(=O)OCC,COc1ccc(cc1)C1CC2C(OC(C2CC=1c1ccc(cc1)OC)=O)=O,Diels-Alder cycloaddition
C=C(C(=C)c1ccccc1)c1ccccc1.O=C1C=CCC1.Cc1ccccc1,O=C1CCC2CC(=C(CC12)c1ccccc1)c1ccccc1,Diels-Alder cycloaddition
C=C(C(=C)c1ccccc1)c1ccccc1.O=C1C=CCCC1.Cc1ccccc1,O=C1CCCC2CC(=C(CC12)c1ccccc1)c1ccccc1,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
CC1C=CC=C1.CC1C=CC=C1,CC1C2C=CC1C1C=CC(C21)C,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=CC(=C)O[Si](C)(C)C.C=CC#N.Oc1ccc(cc1)O.Cc1ccccc1,C[Si](C)(C)OC1=CCC(CC1)C#N,Diels-Alder cycloaddition
FC(F)(F)C(F)(/C=C/C(F)(F)F)C(F)(F)F.C1C=CCC=1,FC(F)(F)C1C2C=CC(C2)C1C(F)(C(F)(F)F)C(F)(F)F,Diels-Alder cycloaddition
C=CC(=C/c1ccc(cc1)F)/O[Si](C)(C)C(C)(C)C.CCOC(=O)/C=C/C(=O)OCC,CCOC(=O)C1CC=C(C(C1C(=O)OCC)c1ccc(cc1)F)O[Si](C)(C)C(C)(C)C,Diels-Alder cycloaddition
C=CCN.C1C=CCC=1,NCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CCN.C1C=CCC=1,NCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CCN.C1C=CCC=1,NCC1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=O)O[C@@H]1CC(N(C1=O)C)=O.C1C=CCC=1.CCCCCC.CCCCCC.Cl[Ti](Cl)(Cl)Cl.ClCCl,CN1C(C[C@H](C1=O)OC(=O)[C@H]1C[C@H]2C=C[C@@H]1C2)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(ccc1OC)/C=C/[N+]([O-])=O.Cc1ccccc1.Oc1ccc(cc1)O,COc1ccc(cc1OC)[C@@H]1CC=CC[C@H]1[N+]([O-])=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)NC/C=C/c1ccc(cc1)Cl.Cc1ccccc1,O=C1NC[C@H]2[C@@H]([C@H](C=C[C@@H]12)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl,Diels-Alder cycloaddition
C=C(C(=C)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl.O=C1C=CC(N1)=O,O=C1NC([C@@H]2CC(=C(C[C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
C=C(C(=C)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl.C=CC(=O)NCc1ccc(c(c1)F)F,O=C(NCc1ccc(c(c1)F)F)[C@H]1CCC(=C(C1)c1ccc(cc1Cl)Cl)c1ccc(cc1)Cl,Diels-Alder cycloaddition
C[C@H](/C=C\c1ccc(cc1)Cl)OC(=O)/C=C/C=C/c1ccc(cc1Cl)Cl,C[C@H]1OC([C@H]2C=C[C@H]([C@@H]([C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N(C(=O)/C=C/C=C/c1ccc(cc1Cl)Cl)[C@@H](/C=C\c1ccc(cc1)Cl)COCc1ccccc1,CC(C)(C)OC(=O)N1C([C@H]2C=C[C@H]([C@@H]([C@@H]2[C@H]1COCc1ccccc1)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
CC(/C=C\c1ccc(cc1)Cl)NC(=O)/C=C/C=C/c1ccc(cc1Cl)Cl.Cc1ccccc1,C[C@@H]1NC([C@H]2C=C[C@H]([C@@H]([C@H]12)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)NC/C=C\c1ccc(cc1)Cl.Cc1ccccc1.C1CN=C2CCCCCN2C1,O=C1NC[C@H]2[C@@H]1C=C[C@@H]([C@H]2c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)N(C/C=C/c1ccc(cc1)Cl)Cc1ccc(c(c1)F)F.Cc1ccccc1,O=C1[C@H]2C=C[C@H]([C@H]([C@@H]2CN1Cc1ccc(c(c1)F)F)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N(C(=O)/C=C/C=C/c1ccc(cc1Cl)Cl)[C@@H](/C=C\c1ccc(cc1)Cl)COCc1ccccc1,CC(C)(C)OC(=O)N1C([C@H]2C=C[C@H]([C@H]([C@H]2[C@H]1COCc1ccccc1)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)=O,Diels-Alder cycloaddition
O=C(/C=C/C=C/c1ccc(cc1Cl)Cl)N(C/C=C\c1ccc(cc1)Cl)Cc1ccc(c(c1)F)F.Cc1ccccc1,O=C1[C@H]2C=C[C@H]([C@@H]([C@@H]2CN1Cc1ccc(c(c1)F)F)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,Diels-Alder cycloaddition
COc1ccc(c(c1)Cl)/C=C/C=C/C(=O)N(C(=O)OC(C)(C)C)[C@H](C)/C=C\c1ccc(cc1)Cl.Cc1ccccc1,COc1ccc(c(c1)Cl)[C@H]1C=C[C@H]2C(N([C@@H]([C@H]2[C@@H]1c1ccc(cc1)Cl)C)C(=O)OC(C)(C)C)=O,Diels-Alder cycloaddition
Fc1ccc(cc1)C1CC=C(CC1)N1CCCC1.c1cncnn1.[NH4+].[Cl-].ClCCl.ClC(Cl)Cl,Fc1ccc(cc1)C1CCc2ccncc2C1,Aza-Diels-Alder reaction
C1CC(CCC=1N1CCCC1)c1ccc(cc1)OCc1ccccc1.c1cncnn1.[NH4+].[Cl-].ClCCl.ClC(Cl)Cl,c1ccc(cc1)COc1ccc(cc1)C1CCc2ccncc2C1,Aza-Diels-Alder reaction
O=C1C=CC(C=C1)=O.C1C=CCC=1,O=C1C=CC(C2C3C=CC(C3)C12)=O,Diels-Alder cycloaddition
C=CC(=O)Cl.C1C=CCC=1,O=C(Cl)C1CC2C=CC1C2,Diels-Alder cycloaddition
FC(F)(F)C(F)(/C=C/C(F)(F)F)C(F)(F)F.C1C=CCC=1,FC(F)(F)C1C2C=CC(C2)C1C(F)(C(F)(F)F)C(F)(F)F,Diels-Alder cycloaddition
C=C(C)C(=C)C.O=C1C=CC(O1)=O,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.c1ccoc1,O=C1C2C(C(N1c1ccccc1)=O)C1C=CC2O1,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
COC(=O)/C=C/CC(O)(C(F)(F)F)C(F)(F)F.C1C=CCC=1.C1=CC2C3C=CC(C3)C2C1,COC(=O)C1C2C=CC(C2)C1CC(O)(C(F)(F)F)C(F)(F)F,Diels-Alder cycloaddition
C=CC(=O)OCC.C=CC1=CCCC([C@H]1OC(C)=O)C,CC(=O)OC1C2=CCCC(C2CCC1C)C(=O)OCC,Diels-Alder cycloaddition
CC(C)(C)OC(=O)N1C(C=CC1C(C)(C)O[SiH2]C(C)(C)C)=O.C1C=CCC=1.Cc1ccccc1,CC(C)(C)OC(=O)N1C(C2C3C=CC(C3)C2C1C(C)(C)O[SiH2]C(C)(C)C)=O,Diels-Alder cycloaddition
O=S(=O)(/C=C/S(=O)(=O)c1ccccc1)c1ccccc1.C1C=CCCC=1.Cc1ccccc1,O=S(=O)(c1ccccc1)C1C2C=CC(CC2)C1S(=O)(=O)c1ccccc1,Diels-Alder cycloaddition
C=CC(=O)OCCCC.Cc1ccc(o1)C.Oc1ccc(cc1)O,CC12C=CC(O1)([C@@H](C2)C(=O)OCCCC)C,Diels-Alder cycloaddition
C=CC(=O)Cl.c1ccoc1.Oc1ccc(cc1)O,O=C(Cl)[C@H]1CC2C=CC1O2,Diels-Alder cycloaddition
COc1c2c(c(c(c1OC)C(=O)ON1C(CCC1=O)=O)OC)C(CC2C=Cc1ccccc1)/C=C\C1CC([C@H](C1)CN1C(C=CC1=O)=O)C=CCCCCCCC(C)=O.C1C=CCC=1,COc1c(c(c(c2c1C(CC2C=Cc1ccccc1)/C=C\C1CC([C@H](C1)CN1C(C2C3C=CC(C3)C2C1=O)=O)C=CCCCCCCC(C)=O)OC)OC)C(=O)ON1C(CCC1=O)=O,Diels-Alder cycloaddition
C=CN1CCCC1.CCOC(=O)c1nnc(c(n1)-c1ccccc1)-c1ccccc1.ClC(Cl)Cl,CCOC(=O)c1ccc(c(n1)-c1ccccc1)-c1ccccc1,Aza-Diels-Alder reaction
C=CN1CCCC1.CCOC(=O)c1nnc(c(n1)-c1ccccc1)-c1ccc(cc1)C.ClC(Cl)Cl,CCOC(=O)c1ccc(c(n1)-c1ccccc1)-c1ccc(cc1)C,Aza-Diels-Alder reaction
CCOC(=O)c1nc(c(nn1)-c1ccc(cc1)C(F)(F)F)-c1ccccc1.C=CN1CCCC1.ClC(Cl)Cl,CCOC(=O)c1ccc(c(n1)-c1ccccc1)-c1ccc(cc1)C(F)(F)F,Aza-Diels-Alder reaction
CC=CN1CCCC1.CCOC(=O)c1nnc(c(n1)-c1ccccc1)-c1ccc(cc1)CC.ClC(Cl)Cl,CCc1ccc(cc1)-c1cc(c(nc1-c1ccccc1)C(=O)OCC)C,Aza-Diels-Alder reaction
C=CN1CCCC1.CCOC(=O)c1nnc(c(n1)-c1ccc(cc1)C)-c1ccccc1.ClC(Cl)Cl,CCOC(=O)c1ccc(c(n1)-c1ccc(cc1)C)-c1ccccc1,Aza-Diels-Alder reaction
CCOC(=O)c1nnc(c(n1)-c1ccc(cc1)C(F)(F)F)-c1ccccc1.C=CN1CCCC1.ClC(Cl)Cl,CCOC(=O)c1ccc(c(n1)-c1ccc(cc1)C(F)(F)F)-c1ccccc1,Aza-Diels-Alder reaction
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
O=S1(C=CCC1)=O.C1C=CCC=1.Cc1ccccc1,O=S1(CCC2C3C=CC(C3)C21)=O,Diels-Alder cycloaddition
O=C1C=CC(N1)=O.c1ccoc1.ClCCl.Cl[Al](Cl)Cl,O=C1NC(C2C1C1C=CC2O1)=O,Diels-Alder cycloaddition
C[C@@H](/C=C\C(=O)N(c1ccccc1)c1ccccc1)OC(=O)/C=C/C1=CCCC(C1)[N+]([O-])=O,C[C@@H]1OC([C@H]2C=C3C[C@@H](CC[C@H]3[C@H]([C@H]21)C(=O)N(c1ccccc1)c1ccccc1)[N+]([O-])=O)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
Cc1c(c(ccc1N1CC=CS1(=O)=O)C#N)Cl.C1C=CCC=1.CC[Al](Cl)CC.Cc1ccccc1,Cc1c(c(ccc1N1C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2S1(=O)=O)C#N)Cl,Diels-Alder cycloaddition
Cc1c(c(ccc1N1CC=CS1(=O)=O)C#N)Cl.C[Si](C)(C)C1C=CC=C1,Cc1c(c(ccc1N1C[C@H]2[C@H]3C=C[C@H]([C@@H]3[Si](C)(C)C)[C@H]2S1(=O)=O)C#N)Cl,Diels-Alder cycloaddition
Cc1c(c(ccc1N1CC=CS1(=O)=O)C#N)Cl.C1C=CCCC=1,Cc1c(c(ccc1N1C[C@H]2C3C=CC(CC3)[C@H]2S1(=O)=O)C#N)Cl,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)OCC,CC1CCC(CC=1C)C(=O)OCC,Diels-Alder cycloaddition
