src,prod
CC(=O)Cl.CCCCCCCCCCCCCCCc1cccc(c1)O.Cl.ClCCl.Cl[Al](Cl)Cl,CCCCCCCCCCCCCCCc1ccc(c(c1)O)C(C)=O
CC(=O)Cl.CCCCCCCCc1ccc2c(c1)SCCC2(C)C.O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1CCCCCCCC)SCCC2(C)C
CC(=O)Cl.CCCCCCCCc1ccccc1.O.CC(Cl)Cl.Cl[Al](Cl)Cl,CCCCCCCCc1ccc(cc1)C(C)=O
CC(=O)Cl.CCCCCCCOc1ccc2c(c1)SCCC2(C)C.O.O.ClCCl.Cl[Al](Cl)Cl,CCCCCCCOc1cc2SCCC(c2cc1C(C)=O)(C)C
CC(=O)Cl.CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)Nc1cnc2[nH]ccc2c1)F.C[N+]([O-])=O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c[nH]c2ncc(cc12)NC(=O)c1c(ccc(c1F)NS(=O)(=O)CCC)F
CC(=O)Cl.CCCc1c(cccc1Cl)OC(C)CCC#N.O.Cl.ClCCl.Cl[Al](Cl)Cl,CCCc1c(ccc(c1Cl)C(C)=O)OC(C)CCC#N
CC(=O)Cl.CCCc1ccccc1.S=C=S.Cl[Al](Cl)Cl,CCCc1ccc(cc1)C(C)=O
CC(=O)Cl.CCN1C(Cc2ccccc21)=O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CCN1C(Cc2cc(ccc21)C(C)=O)=O
CC(=O)Cl.CCN1c2ccccc2C(c2cc3-c4ccccc4C(c3cc21)(CC)CC)(C)C.O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc2c(c1)C(c1cc3-c4ccccc4C(c3cc1N2CC)(CC)CC)(C)C
CC(=O)Cl.CCOC(=O)C(C)(C)c1ccccc1.O=S(=O)(O)O.S=C=S.Cl[Al](Cl)Cl,CCOC(=O)C(C)(C)c1ccc(cc1)C(C)=O
CC(=O)Cl.CCOC(=O)C1(CC1)c1ccc(cc1)-c1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)C1(CC1)c1ccc(cc1)-c1ccc(cc1)C(C)=O
CC(=O)Cl.CCOC(=O)C1(CC1)c1ccc(cc1)-c1ccccc1.O.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)C1(CC1)c1ccc(cc1)-c1ccc(cc1)C(C)=O
CC(=O)Cl.CCOC(=O)C1CN(c2ccccc2O1)C.Cl.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)C1CN(c2cc(ccc2O1)C(C)=O)C
CC(=O)Cl.CCOC(=O)CC(CCCCC)c1cccc(c1OC)OC.O.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)CC(CCCCC)c1cc(cc(c1OC)OC)C(C)=O
CC(=O)Cl.CCOC(=O)Cc1ccccc1.Cl.S=C=S.Cl[Al](Cl)Cl,CCOC(=O)Cc1ccc(cc1)C(C)=O
CC(=O)Cl.CCOC(=O)Cc1cccs1.Cl.Cl.CCN(CC)CCOC(=O)c1ccc(cc1)N.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)Cc1ccc(s1)C(C)=O
CC(=O)Cl.CCOC(=O)Cc1cccs1.Cl.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)Cc1ccc(s1)C(C)=O
CC(=O)Cl.CCOC(=O)c1ccc[nH]1.O.CO.ClCCCl.ClCCl.Cl[Al](Cl)Cl,CCOC(=O)c1cc(c[nH]1)C(C)=O
CC(=O)Cl.CCOC(=O)c1oc2cccc(c2c1C)O.Clc1ccccc1.Cl[Ti](Cl)(Cl)Cl,CCOC(=O)c1oc2ccc(c(c2c1C)O)C(C)=O
CC(=O)Cl.CCOC(=O)c1oc2cccc(c2c1C)O.O.CC(Cl)Cl.Cl[Al](Cl)Cl,CCOC(=O)c1oc2ccc(c(c2c1C)O)C(C)=O
CC(=O)Cl.CCOP(=O)(CCCn1c2ccccc2c2cc(ccc21)[N+]([O-])=O)OCC.ClCCl.Cl[Al](Cl)Cl,CCOP(=O)(CCCn1c2ccc(cc2c2cc(ccc21)[N+]([O-])=O)C(C)=O)OCC
CC(=O)Cl.CCSc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CCSc1ccc(cc1)C(C)=O
CC(=O)Cl.CCc1c(cc(c(c1I)-c1ccc(c(c1)[N+]([O-])=O)C(=O)O)I)I.Cl[Al](Cl)Cl,CCc1c(c(c(c(c1I)-c1ccc(c(c1)[N+]([O-])=O)C(=O)O)I)C(C)=O)I
CC(=O)Cl.CCc1cc2c(nc(nc2Cl)Sc2cnccc2)[nH]1.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c([nH]c2nc(nc(c21)Cl)Sc1cccnc1)CC
CC(=O)Cl.CCc1cc2ccccc2s1.Cl.CC(Cl)Cl.Cl[Sn](Cl)(Cl)Cl,CCc1sc2ccccc2c1C(C)=O
CC(=O)Cl.CCc1ccc2ccccc2c1.Cl.ClCCCl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cccc2ccc(cc12)CC
CC(=O)Cl.CCn1c2ccccc2c2cc3-c4ccccc4C(c3cc21)(CCCCCC)CCCCCC.O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc2c(c1)c1cc3-c4ccccc4C(c3cc1n2CC)(CCCCCC)CCCCCC
CC(=O)Cl.CCn1ccc2cc(c(cc21)F)Cl.CCCCCC.CC[Al](Cl)CC.ClCCl,CCn1cc(c2cc(c(cc21)F)Cl)C(C)=O
CC(=O)Cl.CN(C)C(=O)Cc1ccccc1Nc1c(c(cc(c1F)F)F)F.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1)CC(=O)N(C)C)Nc1c(c(cc(c1F)F)F)F
CC(=O)Cl.CN1C(CC(c2ccccc21)(C)C)=O.O.O.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1ccc2c(c1)C(CC(N2C)=O)(C)C
CC(=O)Cl.CN1CCCC1CCn1c2ccc3C(CCc3c2c2ccccc21)=O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc2c(c1)c1c3CCC(c3ccc1n2CCC1CCCN1C)=O
CC(=O)Cl.CN1Cc2ccccc2C(c2ccccc21)=O.O.O.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc2c(c1)C(c1ccccc1CN2C)=O
CC(=O)Cl.COC(=O)C(CC)C1CCc2cc(ccc21)OC.ClCCl.Cl[Al](Cl)Cl,COC(=O)C(CC)C1CCc2cc(c(cc21)C(C)=O)OC
CC(=O)Cl.COC(=O)CC1Cc2ccccc2C1.O.ClCCl.Cl[Al](Cl)Cl,COC(=O)CC1Cc2cc(ccc2C1)C(C)=O
CC(=O)Cl.COC(=O)CC1Cc2ccccc2C1.O.O.ClCCl.Cl[Al](Cl)Cl,COC(=O)CC1Cc2cc(ccc2C1)C(C)=O
CC(=O)Cl.COC(=O)Cc1cc(sc1C)C.O.ClCCl.Cl[Sn](Cl)(Cl)Cl,COC(=O)Cc1c(sc(c1C(C)=O)C)C
CC(=O)Cl.COC(=O)Cc1cc2ccccc2o1.Cl[Ti](Cl)(Cl)Cl,COC(=O)Cc1oc2ccccc2c1C(C)=O
CC(=O)Cl.COC(=O)Cc1cccs1.Cl.ClCCl.Cl[Sn](Cl)(Cl)Cl,COC(=O)Cc1ccc(s1)C(C)=O
CC(=O)Cl.COC(=O)N1CCc2ccccc21.O.S=C=S.Cl[Al](Cl)Cl,COC(=O)N1CCc2cc(ccc21)C(C)=O
CC(=O)Cl.COC(=O)c1cc2c3ccccc3n(c2s1)C.O.ClCCCl.Cl[Al](Cl)Cl,COC(=O)c1cc2c3cc(ccc3n(c2s1)C)C(C)=O
CC(=O)Cl.COC(=O)c1cc2ccccc2o1.S=C=S.Cl[Al](Cl)Cl,COC(=O)c1cc2cc(ccc2o1)C(C)=O
CC(=O)Cl.COC(=O)c1ccc2[nH]ccc2c1.CCOC(C)=O.CCCC[Li].ClCCl.Cl[Na].Cl[Zn]Cl.Cl[Al](Cl)Cl.C1CCOC1,CC(=O)c1c[nH]c2ccc(cc12)C(=O)OC
CC(=O)Cl.COC(=O)c1ccc2[nH]ccc2c1.[Na+].[Na+].CCOC(C)=O.[O-]S([O-])(=O)=O.O=[Si](O)O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c[nH]c2ccc(cc12)C(=O)OC
CC(=O)Cl.COC(=O)c1cccc2[nH]ccc12.CC[Al](Cl)CC.ClCCl,COC(=O)c1cccc2[nH]cc(c21)C(C)=O
CC(=O)Cl.COC(=O)c1cccc2cc(oc12)C.O.O.CC(Cl)Cl.Cl[Al](Cl)Cl,COC(=O)c1cccc2c1oc(c2C(C)=O)C
CC(=O)Cl.COCCCc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,COCCCc1ccc(cc1)C(C)=O
CC(=O)Cl.COc1c(c(c(cc1OC)O)CC(C)C)OC.CC(Cl)Cl.CC[O+](CC)[B-](F)(F)F,COc1c(c(c(c(c1OC)C(C)=O)O)CC(C)C)OC
CC(=O)Cl.COc1cc(ccc1)Br.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1O)Br
CC(=O)Cl.COc1cc(ccc1CC)NC(C)=O.Cl[Al](Cl)Cl,CCc1cc(c(cc1OC)NC(C)=O)C(C)=O
CC(=O)Cl.COc1cc(ccc1CC)NC(C)=O.O.ClCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1CC)C(C)=O)NC(C)=O
CC(=O)Cl.COc1cc(ccc1Cc1cccc(c1F)Cl)OC.ClCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1Cc1cccc(c1F)Cl)C(C)=O)OC
CC(=O)Cl.COc1cc(ccc1Cc1cccc(c1F)Cl)OC.O.CCCCCCC.CC(C)O.ClCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1Cc1cccc(c1F)Cl)C(C)=O)OC
CC(=O)Cl.COc1cc(ccc1OC)C.O.O.S=C=S.Cl[Al](Cl)Cl,COc1cc(c(cc1OC)C)C(C)=O
CC(=O)Cl.COc1cc(ccc1OC)OC.Cl.ClCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1OC)OC)C(C)=O
CC(=O)Cl.COc1ccc(c(c1)Br)Cl.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1O)Br)Cl
CC(=O)Cl.COc1ccc(c(c1)C(C)C)S(=O)(=O)c1ccc(cc1)C.ClCCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1C(C)=O)S(=O)(=O)c1ccc(cc1)C)C(C)C
CC(=O)Cl.COc1ccc(c(c1)F)Cl.O.C[N+]([O-])=O.Cl[Al](Cl)Cl,COc1cc(c(cc1C(C)=O)Cl)F
CC(=O)Cl.COc1ccc(c(c1)O)C.O.CO.ClCCCl.Cl[Al](Cl)Cl.C1CCOC1.[Li+].[OH-],COc1cc(c(cc1C(C)=O)C)O
CC(=O)Cl.COc1ccc(cc1)-c1ccccc1.O.Cl.S=C=S.Cl[Al](Cl)Cl,COc1ccc(cc1)-c1ccccc1C(C)=O
CC(=O)Cl.COc1ccc(cc1)Cc1ccc(cc1)F.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(ccc1O)Cc1ccc(cc1)F
CC(=O)Cl.COc1ccc(cc1NC(=O)c1cc(cc(c1)NC(=O)C(CCCCCC)CCCCCCCC)NC(=O)C(CCCCCC)CCCCCCCC)OC.O.ClCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1NC(=O)c1cc(cc(c1)NC(=O)C(CCCCCC)CCCCCCCC)NC(=O)C(CCCCCC)CCCCCCCC)OC)C(C)=O
CC(=O)Cl.COc1ccc(cc1O)F.O.ClCCCl.Cl[Al](Cl)Cl,COc1cc(c(cc1O)F)C(C)=O
CC(=O)Cl.COc1ccc2CC(Nc2c1)=O.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1cc2CC(Nc2cc1O)=O
CC(=O)Cl.COc1ccc2CCC(Nc2c1)=O.O.O.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2CCC(Nc2cc1O)=O
CC(=O)Cl.COc1ccc2NC(Cc2c1)=O.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2NC(Cc2cc1O)=O
CC(=O)Cl.COc1ccc2c(c1)C(CCC2(C)C)(C)C.ClCCl.Cl[Al](Cl)Cl,COc1cc2c(cc1C(C)=O)C(CCC2(C)C)(C)C
CC(=O)Cl.COc1ccc2c(c1)OCCN2C.Cl.ClCCCl.Cl[Al](Cl)Cl,COc1cc2OCCN(c2cc1C(C)=O)C
CC(=O)Cl.COc1ccc2c(c1)OCCN2C.Cl[Al](Cl)Cl,COc1cc2OCCN(c2cc1C(C)=O)C
CC(=O)Cl.COc1ccc2c(c1)[nH]c1ccc3C(CCc3c12)=O.ClCCl.Cl[Al](Cl)Cl,COc1cc2[nH]c3ccc4C(CCc4c3c2cc1C(C)=O)=O
CC(=O)Cl.COc1ccc2c(c1)n(c(c2C#N)-c1ccc(cc1)[N+]([O-])=O)CC.ClCCCl.Cl[Al](Cl)Cl,COc1cc2c(cc1C(C)=O)c(c(n2CC)-c1ccc(cc1)[N+]([O-])=O)C#N
CC(=O)Cl.COc1ccc2cccc(c2c1)F.O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,COc1ccc2cc(cc(c2c1)F)C(C)=O
CC(=O)Cl.COc1cccc(c1)-c1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1O)-c1ccccc1
CC(=O)Cl.COc1cccc(c1)Br.O.CCCCCC.CCOCC.CC(Cl)Cl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1O)Br
CC(=O)Cl.COc1cccc(c1CCCc1ccccc1)OC.CCOCC.ClCCl.Cl[Al](Cl)Cl,COc1c(ccc(c1CCCc1ccccc1)OC)C(C)=O
CC(=O)Cl.COc1cccc2c1CCN2C(C)=O.O.CCOCC.CCOC(C)=O.ClCCCl.Cl[Al](Cl)Cl,COc1ccc(c2c1CCN2C(C)=O)C(C)=O
CC(=O)Cl.CS(=O)(=O)c1ccc(cc1)Oc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)Oc1ccc(cc1)S(C)(=O)=O
CC(=O)Cl.CSc1ccccc1.O.CC(Cl)Cl.Cl[Al](Cl)Cl,CSc1ccc(cc1)C(C)=O
CC(=O)Cl.CSc1ccccc1.O.O.ClCCl.Cl[Al](Cl)Cl,CSc1ccc(cc1)C(C)=O
CC(=O)Cl.CSc1ccccc1.[Na+].[Na+].CCOCC.CC(Cl)Cl.[O-]S([O-])(=O)=O.Cl[Na].Cl[Al](Cl)Cl,CSc1ccc(cc1)C(C)=O
CC(=O)Cl.Cc1c(cccc1[N+]([O-])=O)O.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1O)C)[N+]([O-])=O
CC(=O)Cl.Cc1c(cccc1[N+]([O-])=O)O.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1O)C)[N+]([O-])=O
CC(=O)Cl.Cc1cc(c(cc1C)C)Br.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c(c(cc(c1Br)C)C)C
CC(=O)Cl.Cc1cc(oc2cc(ccc12)O)=O.O.Cl.Cl[Na].Cl[Al](Cl)Cl,CC(=O)c1c(ccc2c(cc(oc21)=O)C)O
CC(=O)Cl.Cc1cc(sc1Cl)C.O.Cl[Al](Cl)Cl,CC(=O)c1c(sc(c1C)Cl)C
CC(=O)Cl.Cc1cc2OC(Cc2c(c1Br)C)(C)C.O.CCOC(C)=O.Clc1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1c(c(c(c2CC(Oc21)(C)C)C)Br)C
CC(=O)Cl.Cc1cc2OCC(c2cc1Br)(C)C.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c(c(cc2c1OCC2(C)C)Br)C
CC(=O)Cl.Cc1cc2cc(ccc2[nH]1)C#N.O[Na].ClCCl.Cl[Sn](Cl)(Cl)Cl,CC(=O)c1c([nH]c2ccc(cc21)C#N)C
CC(=O)Cl.Cc1cc2nc3c4ccccc4n(c3nc2cc1C)CCN(C)C.Cl[Al](Cl)Cl,CN(C)CCn1c2nc3cc(c(cc3nc2c2cc(ccc21)C(C)=O)C)C
CC(=O)Cl.Cc1ccc(c(c1)C(=O)O)O.Cl[Al](Cl)Cl,CC(=O)c1cc(cc(c1O)C(=O)O)C
CC(=O)Cl.Cc1ccc(c(c1)C(=O)O)O.O.CCOCC.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(cc(c1O)C(=O)O)C
CC(=O)Cl.Cc1ccc(c(c1)Cl)Cl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1C)Cl)Cl
CC(=O)Cl.Cc1ccc(c(c1F)Cl)Cl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(c(c1Cl)Cl)F)C
CC(=O)Cl.Cc1ccc(c2c1SCC2C)C.Cl[Al](Cl)Cl,CC(=O)c1cc(c2SCC(c2c1C)C)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2(C)C)Cl.Cl[Al](Cl)Cl,CC(=O)c1cc(c2SCCC(c2c1Cl)(C)C)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2(C)C)Cl.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c2SCCC(c2c1Cl)(C)C)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2CC)C.Cl.CC(Cl)Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c2SCCC(c2c1C)CC)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2CC)C.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c2SCCC(c2c1C)CC)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2CC)C.Cl[Al](Cl)Cl,CCC1CCSc2c(cc(c(c21)C)C(C)=O)C
CC(=O)Cl.Cc1ccc(c2c1SCCC2COC)C.O.CC(Cl)Cl.Cl[Al](Cl)Cl,COCC1CCSc2c(cc(c(c21)C)C(C)=O)C
CC(=O)Cl.Cc1ccc(c2ncccc12)O.O.[Na+].Cl.ClCCl.Cl[Al](Cl)Cl.[OH-],CC(=O)c1cc(c2cccnc2c1O)C
CC(=O)Cl.Cc1ccc(cc1)-c1ccccc1.O.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)-c1ccc(cc1)C
CC(=O)Cl.Cc1ccc(cc1)-n1nc2-c3ccsc3CCc2cc1=O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(CCc3cc(n(nc-23)-c2ccc(cc2)C)=O)s1
CC(=O)Cl.Cc1ccc(cc1-c1[nH]ccc1C#N)Cl.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c([nH]1)-c1cc(ccc1C)Cl)C#N
CC(=O)Cl.Cc1ccc(cc1Br)O.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1O)Br)C
CC(=O)Cl.Cc1ccc(cc1Cl)C.O.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1C)Cl)C
CC(=O)Cl.Cc1ccc(cc1Cl)F.O.O.Cl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1F)Cl)C
CC(=O)Cl.Cc1ccc(cc1Cl)O.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1O)Cl)C
CC(=O)Cl.Cc1ccc(cc1F)Cl.Cl.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(cc1Cl)F)C
CC(=O)Cl.Cc1ccc(n1-c1ccc(cc1)F)-c1ccc(cc1)S(C)(=O)=O.O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(n(c1C)-c1ccc(cc1)F)-c1ccc(cc1)S(C)(=O)=O
CC(=O)Cl.Cc1ccc2c(c1)C(C(C2C(C)C)C)(C)C.C[N+]([O-])=O.Cl[Al](Cl)Cl,CC(C)C1c2cc(c(cc2C(C1C)(C)C)C)C(C)=O
CC(=O)Cl.Cc1ccc2c(c1)C(CC(C2(C)C)C)(C)C.Cl.CC(Cl)Cl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C(CC(C2(C)C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C(CCC2(C)C)(C)C.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C(CCC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C(CCC2(C)C)(C)C.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C(CCC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C(CCC2(C)C)(C)C.O.Cl.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C(CCC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C(CCC2(C)C)(C)C.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C(CCC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C([C@@H](CC2(C)C)CC)(C)C.Cl.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C([C@@H](CC2(C)C)CC)(C)C
CC(=O)Cl.Cc1ccc2c(c1)C([C@H](CC2(C)C)C)(C)C.Cl.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)C([C@H](CC2(C)C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)OC(CC2(C)C)(C)C.O.CCOCC.C[N+]([O-])=O.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)OC(CC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(c1)OC(CC2(C)C)(C)C.O.Cl.CCOCC.C[N+]([O-])=O.Cl[Al](Cl)Cl,CC(=O)c1cc2c(cc1C)OC(CC2(C)C)(C)C
CC(=O)Cl.Cc1ccc2c(cc([nH]c2c1C)=O)O.O.CCC(=O)O.ClCCCl.Cl[Al](Cl)Cl,CC(=O)c1c([nH]c2c(c(ccc2c1O)C)C)=O
CC(=O)Cl.Cc1ccc2cc[nH]c2n1.[Na+].CC(Cl)Cl.[O-]C(=O)O.Cl[Al](Cl)Cl,CC(=O)c1c[nH]c2nc(ccc12)C
CC(=O)Cl.Cc1ccc2cccc(c2n1)O.Cl[Al](Cl)Cl,CC(=O)c1ccc(c2nc(ccc12)C)O
CC(=O)Cl.Cc1ccc2cccc(c2n1)O.O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc(c2nc(ccc12)C)O
CC(=O)Cl.Cc1ccc2cccc(c2n1)O.O.Cl.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc2ccc(nc2c1O)C
CC(=O)Cl.Cc1ccc2ccccc2c1.CCCCCn1c(c(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)C)C.Cc1ccc2cccc(c2c1)C(=O)O.Cc1ccc(c2c1cccc2)C(=O)O.CCCn1c(c(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)C)C.Cc1ccc2cccc(c2c1)C(=O)c1c2ccccc2n(c1C)CCCCC.Cc1ccc2cccc(c2c1)C(=O)c1c2ccccc2n(c1C)CCC.CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)C.CCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)C.OCCOCCO.O[K].Cl[Al](Cl)Cl,CC(=O)c1cccc2c1cc(cc2)C
CC(=O)Cl.Cc1ccc2ccccc2c1.[O-][N+](=O)c1ccccc1.Cl[Al](Cl)Cl,CC(=O)c1ccc2cc(ccc2c1)C
CC(=O)Cl.Cc1ccc2ccccc2c1O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(c2ccccc12)O)C
CC(=O)Cl.Cc1cccc(c1)I.O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1C)I
CC(=O)Cl.Cc1cccc(c1O)C.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(c(c1)C)O)C
CC(=O)Cl.Cc1cccc2OCC(Nc21)=O.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1ccc2OCC(Nc2c1C)=O
CC(=O)Cl.Cc1ccccc1.CC(Cl)Cl.Cl[Li].Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)C
CC(=O)Cl.Cc1ccccc1F.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1)C)F
CC(=O)Cl.Cc1ccccc1F.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1)C)F
CC(=O)Cl.Cc1ccccc1NS(C)(=O)=O.Cl.Cc1ccccc1.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(c(c1)C)NS(C)(=O)=O
CC(=O)Cl.Cc1cccnc1C1CC(Oc2ccccc21)(C)C.C[N+]([O-])=O.O[Na].Cl[Al](Cl)Cl,CC(=O)c1ccc2OC(CC(c2c1)c1ncccc1C)(C)C
CC(=O)Cl.Cc1ccsc1Br.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1cc(c(s1)Br)C
CC(=O)Cl.Cc1ccsc1Br.Cl[Al](Cl)Cl,CC(=O)c1cc(c(s1)Br)C
CC(=O)Cl.Cc1ccsc1C.Cc1cc(sc1C)[N+]([O-])=O.Cc1ccsc1C=O.CC(=O)CC.[O-][N+](=O)c1cccs1.Cl[Sn](Cl)(Cl)Cl.[S],CC(=O)c1cc(c(s1)C)C
CC(=O)Cl.Cc1csc2c(cccc12)Br.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1sc2c(cccc2c1C)Br
CC(=O)Cl.Cc1csc2ccc(cc12)Br.Cl[Al](Cl)Cl,CC(=O)c1sc2ccc(cc2c1C)Br
CC(=O)Cl.Cc1csc2ccc(cc12)Br.S=C=S.Cl[Al](Cl)Cl,CC(=O)c1sc2ccc(cc2c1C)Br
CC(=O)Cl.Cc1csc2cncn21.O.O=C(O[Na])O[Na].O=S(=O)(O[Na])O[Na].S=C=S.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ncn2c1scc2C
CC(=O)Cl.Cc1cscc1C.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1scc(c1C)C
CC(=O)Cl.Cc1ncc2sccn12.O.O=C(O[Na])O[Na].S=C=S.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1nc(n2ccsc12)C
CC(=O)Cl.Cc1onc(c1-c1cnc2cc[nH]c2c1)C.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1c[nH]c2cc(cnc12)-c1c(noc1C)C
CC(=O)Cl.ClC(Cl)=Cc1cccs1.O.CCCCCCC.Cc1ccccc1.CCOC(C)=O.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(s1)C=C(Cl)Cl
CC(=O)Cl.ClC1Cc2ccccc2C1.Cl.C[N+]([O-])=O.Cl[Al](Cl)Cl,CC(=O)c1ccc2CC(Cc2c1)Cl
CC(=O)Cl.ClCCCCc1ccccc1.O.O.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)CCCCCl
CC(=O)Cl.ClCCCc1ccccc1.Cl.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)CCCCl
CC(=O)Cl.ClCCCc1ccccc1.ClCCl.Cl[Al](Cl)Cl,CC(=O)c1ccc(cc1)CCCCl
