[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[C:14]3([c:15]4[cH:16][cH:17][c:18]5[c:19]([cH:20]4)[O:21][CH2:22][O:23]5)[CH2:24][CH2:25]3)[cH:26][c:27]2[c:28]1[CH:29]=[N:30][OH:31]>>CC(C)(C)c1[nH]c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2c1C#N 29;;29-30-2.0,30-31-1.0;29-30-3.0
[CH3:1][CH2:2][n:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][cH:15]2)[cH:16][c:17]1[CH:18]([OH:19])[CH:20]1[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]1.[CH3:26][CH2:27][O:28][C:29](=[O:30])[CH2:31][CH2:32][NH:33][C:34](=[O:35])[c:36]1[cH:37][cH:38][c:39]([NH2:40])[cH:41][cH:42]1>>CCn1nc(-c2ccc(C(F)(F)F)cc2)cc1C(Nc1ccc(C(=O)NCCC(=O)O)cc1)C1CCCCC1 40;28;18-19-1.0,27-28-1.0;18-40-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[NH:6][c:7]1[s:8][c:9]([CH2:10][CH3:11])[cH:12][c:13]1[C:14](=[O:15])[NH:16][CH2:17][CH2:18][OH:19].[CH3:20][C:21]([CH3:22])([CH3:23])[Si:24]([CH3:25])([CH3:26])[Cl:27].[CH3:28][CH2:29][N:30]([CH2:31][CH3:32])[CH2:33][CH3:34].[Cl:35][CH2:36][Cl:37]>>CCOC(=O)Nc1sc(CC)cc1C(=O)NCCO[Si](C)(C)C(C)(C)C 19;;24-27-1.0;19-24-1.0
[CH3:20][C:21](=[O:22])[O:23][C:24]([CH3:25])=[O:26].[NH2:1][c:2]1[s:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[N:9]([CH:10]1[CH2:11][CH2:12][C:13](=[O:14])[NH:15][C:16]1=[O:17])[C:18]2=[O:19]>>CC(=O)Nc1scc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O 1;;21-22-2.0,21-23-1.0,23-24-1.0;1-21-1.0,21-23-2.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][n:7]1[c:8]([OH:9])[n:10][c:11]2[cH:12][cH:13][cH:14][n:15][c:16]12.[Na+:21].[O:17]=[C:18]([O-:19])[OH:20].[O:22]=[P:23]([Cl:24])([Cl:25])[Cl:26]>>CCOC(=O)Cn1c(Cl)nc2cccnc21 ;;23-24-1.0,8-9-1.0;24-8-1.0
[CH2:63]1[CH2:64][CH2:65][NH:66][CH2:67]1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([CH2:10][C:11](=[O:12])[N:13]1[CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2-[n:21]2[cH:22][n:23][c:24]([C:25](=[O:26])[OH:27])[c:28]2[CH2:29]1)[CH2:30][c:31]1[cH:32][c:33]([F:34])[c:35]([F:36])[cH:37][c:38]1[F:39].[CH3:54][CH2:55][N:56]([CH:57]([CH3:58])[CH3:59])[CH:60]([CH3:61])[CH3:62].[Cl:50][CH2:51][CH2:52][Cl:53].[OH:40][n:41]1[n:42][n:43][c:44]2[cH:45][cH:46][cH:47][cH:48][c:49]12>>CC(C)(C)OC(=O)NC(CC(=O)N1Cc2ccccc2-n2cnc(C(=O)N3CCCC3)c2C1)Cc1cc(F)c(F)cc1F 27,66;;25-26-2.0,25-27-1.0;25-27-2.0,25-66-1.0
[Br:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][cH:8][nH:9][n:10]2)[n:11][cH:12]1.[CH3:19][c:20]1[cH:21][cH:22][c:23]([S:24](=[O:25])(=[O:26])[OH:27])[cH:28][cH:29]1.[CH:13]1=[CH:14][O:15][CH2:16][CH2:17][CH2:18]1>>Brc1ccc(-c2ncn(C3CCCCO3)n2)nc1 16,9;13,14;13-14-2.0;13-14-1.0,16-9-1.0
[CH:14]#[C:15][c:16]1[cH:17][cH:18][c:19]([N:20]([CH3:21])[C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28])[cH:29][cH:30]1.[F:1][CH2:2][CH2:3][n:4]1[c:5]([Br:6])[n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12>>CN(C(=O)OC(C)(C)C)c1ccc(C#Cc2nc3ccccc3n2CCF)cc1 14;;5-6-1.0;14-5-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C:9]1([c:10]2[cH:11][cH:12][cH:13][cH:14][n:15]2)[CH2:16][CH2:17][CH2:18]1.[O:19]=[C:20]([OH:21])[C:22]([F:23])([F:24])[F:25]>>NC1(c2ccccn2)CCC1 ;8;6-8-1.0;
[CH3:16][CH:17]([CH3:18])[O:19][B:20]([O:21][CH:22]([CH3:23])[CH3:24])[O:25][CH:26]([CH3:27])[CH3:28].[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][c:9]1[Br:10].[Li:11][CH2:12][CH2:13][CH2:14][CH3:15]>>Cc1ccc(C#N)cc1B(O)O ;19,21;10-9-1.0,17-19-1.0,20-25-1.0,21-22-1.0;20-9-1.0
[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([Cl:8])[cH:9][c:10]([N+:11](=[O:12])[O-:13])[c:14]1[CH2:15][Br:16]>>O=C1OCc2c1cc(Cl)cc2[N+](=O)[O-] 1;;14-15-1.0;1-14-1.0
[CH3:1][c:2]1[n:3][c:4]([O:5][CH2:6][C:7](=[O:8])[N:9]([CH3:10])[CH:11]2[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]2)[n:17][c:18]([CH3:19])[c:20]1[NH:21][C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28].[F:29][c:30]1[cH:31][c:32]([CH2:33][Br:34])[cH:35][c:36]([F:37])[c:38]1[F:39]>>Cc1nc(OCC(=O)N(C)C2CCN(Cc3cc(F)c(F)c(F)c3)CC2)nc(C)c1NC(=O)OC(C)(C)C 14;;33-34-1.0;14-33-1.0
[CH3:14][O-:15].[NH2:1][c:2]1[n:3][c:4]2[cH:5][c:6]([Cl:7])[cH:8][cH:9][c:10]2[n:11][c:12]1[Cl:13].[Na+:16]>>COc1nc2ccc(Cl)cc2nc1N ;;12-13-1.0;12-15-1.0
[CH3:14][I:15].[H-:12].[Na+:13].[OH:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1>>COCCCc1ccc(Br)cc1 1;;14-15-1.0;1-14-1.0
[CH3:1][c:2]1[cH:3][c:4]([NH:5][c:6]2[n:7][c:8]([NH:9][c:10]3[cH:11][c:12]([CH3:13])[c:14]([CH:15]4[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]4)[cH:21][c:22]3[F:23])[n:24][cH:25][c:26]2[Cl:27])[n:28][nH:29]1.[CH3:37][CH2:38][N:39]([CH2:40][CH3:41])[CH2:42][CH3:43].[F:30][C:31]([F:32])([F:33])[CH2:34][CH2:35][Br:36]>>Cc1cc(Nc2nc(Nc3cc(C)c(C4CCN(CCC(F)(F)F)CC4)cc3F)ncc2Cl)n[nH]1 18;;35-36-1.0;18-35-1.0
[CH3:1][CH2:2][CH:3]1[CH2:4][O:5][C:6]([c:7]2[cH:8][cH:9][c:10](-[c:11]3[cH:12][c:13]([OH:14])[cH:15][c:16]([O:17][CH:18]([CH3:19])[CH2:20][O:21][CH3:22])[cH:23]3)[nH:24]2)=[N:25]1.[CH3:26][S:27](=[O:28])(=[O:29])[c:30]1[cH:31][n:32][c:33]([Cl:34])[cH:35][n:36]1.[Cs+:41].[Cs+:42].[O:37]=[C:38]([O-:39])[O-:40].[OH2:43]>>CCC1COC(c2ccc(-c3cc(Oc4cnc(S(C)(=O)=O)cn4)cc(OC(C)COC)c3)[nH]2)=N1 14;;33-34-1.0;14-33-1.0
[CH3:1][CH:2]([CH3:3])[CH2:4][N:5]([C:6](=[O:7])[c:8]1[n:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[nH:16]1)[CH:17]1[CH2:18][CH:19]([C:20](=[O:21])[N:22]2[CH2:23][CH2:24][O:25][CH2:26][CH2:27]2)[CH2:28][N:29]([C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36])[CH2:37]1.[CH3:64][CH:65]([CH3:66])[O:67][C:68](=[O:69])[N:70]=[N:71][C:72](=[O:73])[O:74][CH:75]([CH3:76])[CH3:77].[OH:38][CH2:39][CH2:40][CH2:41][CH2:42][CH2:43][OH:44].[cH:45]1[cH:46][cH:47][c:48]([P:49]([c:50]2[cH:51][cH:52][cH:53][cH:54][cH:55]2)[c:56]2[cH:57][cH:58][cH:59][cH:60][cH:61]2)[cH:62][cH:63]1>>CC(C)CN(C(=O)c1nc2ccccc2n1CCCCCO)C1CC(C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1 16;;38-39-1.0;16-39-1.0
[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[c:7]([F:8])[cH:9][c:10]2[n:11][cH:12][cH:13][cH:14][c:15]2[c:16]1[F:17].[NH2:19][NH2:20].[OH2:18]>>NNC(=O)Cc1c(F)cc2ncccc2c1F 19;;1-2-1.0,2-3-1.0,3-4-2.0;19-3-1.0,2-3-2.0
[CH3:14][CH:15]([CH3:16])[CH2:17][CH2:18][O:19][N:20]=[O:21].[NH2:1][c:2]1[n:3][cH:4][c:5]([CH2:6][N:7]2[CH2:8][CH2:9][CH2:10][C:11]2=[O:12])[s:13]1>>O=C1CCCN1Cc1cncs1 ;2;1-2-1.0;
[CH3:10][I:11].[CH3:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([OH:8])[cH:9]1.[K+:12].[K+:13].[O:14]=[C:15]([O-:16])[O-:17]>>COc1cc(C)ccc1Cl 8;;10-11-1.0;10-8-1.0
[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[cH:7][c:8]([N:9]3[CH2:10][CH2:11][c:12]4[cH:13][cH:14][c:15]([Br:16])[cH:17][c:18]4[CH2:19]3)[n:20][c:21]([NH2:22])[n:23]2)[CH2:24][CH2:25]1.[CH3:26][C:27]([CH3:28])([CH3:29])[O:30][C:31](=[O:32])[N:33]1[CH2:34][CH2:35][N:36]([c:37]2[n:38][cH:39][c:40]([B:41]3[O:42][C:43]([CH3:44])([CH3:45])[C:46]([CH3:47])([CH3:48])[O:49]3)[cH:50][n:51]2)[CH2:52][CH2:53]1>>CN1CCN(c2cc(N3CCc4ccc(-c5cnc(N6CCN(C(=O)OC(C)(C)C)CC6)nc5)cc4C3)nc(N)n2)CC1 ;;15-16-1.0,40-41-1.0;15-40-1.0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][cH:9][cH:10][c:11]3[c:12]2[CH2:13][CH2:14][NH:15][CH2:16]3)[cH:17][c:18]1-[c:19]1[cH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2[cH:27][n:28]1.[CH3:29][CH2:30][N:31]([CH:32]([CH3:33])[CH3:34])[CH:35]([CH3:36])[CH3:37].[CH3:38][S:39](=[O:40])(=[O:41])[Cl:42]>>Cc1ccc(Nc2nccc3c2CCN(S(C)(=O)=O)C3)cc1-c1cc2ccccc2cn1 15;;39-42-1.0;15-39-1.0
[CH3:1][C:2]1([CH3:3])[O:4][CH2:5][C:6]([NH2:7])([c:8]2[cH:9][cH:10][c:11]3[c:12]([C:13]([F:14])([F:15])[F:16])[c:17]([O:18][CH2:19][c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[cH:26][cH:27][c:28]3[cH:29]2)[CH2:30][O:31]1.[CH3:35][C:36]([CH3:37])([CH3:38])[O:39][C:40](=[O:41])[O:42][C:43](=[O:44])[O:45][C:46]([CH3:47])([CH3:48])[CH3:49].[CH3:50][CH2:51][N:52]([CH:53]([CH3:54])[CH3:55])[CH:56]([CH3:57])[CH3:58].[Cl:32][CH2:33][Cl:34]>>CC(C)(C)OC(=O)NC1(c2ccc3c(C(F)(F)F)c(O)ccc3c2)COC(C)(C)OC1 7;18;18-19-1.0,40-42-1.0;40-7-1.0
[CH3:2][N:3]([C:4](=[O:5])[N:6]([CH3:7])[CH:8]1[CH2:9][NH:10][CH2:11][CH:12]1[c:13]1[cH:14][cH:15][c:16]([F:17])[c:18]([F:19])[cH:20]1)[c:21]1[cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34]1.[ClH:1].[O:35]=[C:36]([OH:37])[CH:38]1[CH2:39][CH2:40][C:41]([F:42])([F:43])[CH2:44][CH2:45]1>>CN(C(=O)N(C)C1CN(C(=O)C2CCC(F)(F)CC2)CC1c1ccc(F)c(F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1 10;;36-37-1.0;10-36-1.0
[CH3:28][CH:29]([CH3:30])[CH2:31][NH2:32].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]2[n:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][c:13]4[nH:14][n:15][cH:16][c:17]34)[n:18][c:19]([N:20]3[CH2:21][CH2:22][O:23][CH2:24][CH2:25]3)[c:26]2[s:27]1>>CC(C)CNC(=O)c1cc2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2s1 3,32;;1-2-2.0,2-3-1.0;2-3-2.0,2-32-1.0
[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[c:19]([NH:20][C:21](=[O:22])[c:23]2[cH:24][c:25]([N:26]3[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]3)[cH:32][cH:33][c:34]2[O:35][CH2:36][c:37]2[cH:38][cH:39][cH:40][cH:41][cH:42]2)[cH:43]1>>Cc1ccccc1-c1ccc(C(=O)OC(C)(C)C)c(NC(=O)c2cc(N3CCCCC3)ccc2O)c1 ;35;35-36-1.0;
[Br:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH2:8][Br:9])[n:10]1.[OH:11][CH:12]1[CH2:13][CH2:14][O:15][CH2:16]1>>BrCc1cccc(COC2CCOC2)n1 11;;1-2-1.0;11-2-1.0
[CH2:37]1[CH2:38][O:39][CH2:40][CH2:41][O:42]1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([c:12]2[cH:13][cH:14][c:15]([NH2:16])[n:17][cH:18]2)[CH2:19][CH2:20]1.[CH3:21][n:22]1[cH:23][c:24]([Br:25])[cH:26][c:27]([Br:28])[c:29]1=[O:30].[Cs+:35].[Cs+:36].[O:31]=[C:32]([O-:33])[O-:34]>>Cn1cc(Br)cc(Nc2ccc(N3CCN(C(=O)OC(C)(C)C)CC3)cn2)c1=O 16;;27-28-1.0;16-27-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1=[CH:7][N:8]([C:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]2)[CH2:18][CH:19]([CH3:20])[c:21]2[c:22]1[nH:23][c:24]1[cH:25][cH:26][cH:27][cH:28][c:29]21.[O:30]=[C:31]1[CH2:32][CH2:33][C:34](=[O:35])[N:36]1[Br:37]>>CCOC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)c2c1[nH]c1cc(Br)ccc21 26;;36-37-1.0;26-37-1.0
[CH3:21][O:22][c:23]1[cH:24][cH:25][c:26]([CH2:27][NH2:28])[cH:29][cH:30]1.[ClH:37].[K+:31].[K+:32].[K+:43].[K+:44].[N:1]#[C:2][c:3]1[cH:4][n:5][c:6]([Cl:7])[c:8]2[c:9]1[s:10][c:11]1[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19][c:20]21.[O:33]=[C:34]([O-:35])[O-:36].[O:38]=[P:39]([O-:40])([O-:41])[OH:42]>>COc1ccc(CNc2ncc(C#N)c3sc4cc(C(F)(F)F)ccc4c23)cc1 28;;6-7-1.0;28-6-1.0
[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH:10]2[CH2:11][CH2:12]2)[c:13](-[c:14]2[n:15][cH:16][n:17][c:18]3[c:19]([C:20](=[O:21])[OH:22])[cH:23][nH:24][c:25]23)[cH:26]1.[CH3:28][CH2:29][N:30]=[C:31]=[N:32][CH2:33][CH2:34][CH2:35][N:36]([CH3:37])[CH3:38].[CH3:39][CH2:40][N:41]([CH2:42][CH3:43])[CH2:44][CH3:45].[CH3:57][CH:58]([OH:59])[C:60](=[O:61])[N:62]1[CH2:63][CH2:64][CH:65]([NH2:66])[CH2:67][CH2:68]1.[ClH:27].[ClH:56].[OH:46][n:47]1[n:48][n:49][c:50]2[cH:51][cH:52][cH:53][cH:54][c:55]12>>CC(=O)c1ccc(OCC2CC2)c(-c2ncnc3c(C(=O)NC4CCN(C(=O)C(C)O)CC4)c[nH]c23)c1 22,66;;20-21-2.0,20-22-1.0;20-22-2.0,20-66-1.0
[NH2:1][S:2](=[O:3])(=[O:4])[O:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1.[OH:12][C:13]1([CH2:14][C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20]1>>NS(=O)(=O)OC1(CC(F)(F)F)CC1 12;;2-5-1.0;12-2-1.0
[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Cl:7])[c:8]1[C:9](=[O:10])[OH:11].[Cl:12][CH2:13][Cl:14].[O:15]=[S:16]([Cl:17])[Cl:18]>>Cc1cccc(Cl)c1C(=O)Cl ;;11-9-1.0,12-13-1.0;12-9-1.0
[CH3:15][OH:16].[CH3:1][O:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([Br:8])[c:9]([C:10]#[N:11])[n:12]1.[K+:14].[OH-:13]>>COCc1ccc(Br)c(C(=O)O)n1 13;;10-11-3.0,15-16-1.0;10-13-2.0,10-16-1.0
[BH4-:19].[Na+:20].[O:1]=[CH:2][c:3]1[cH:4][c:5]2[n:6][c:7]([Cl:8])[n:9][c:10]([N:11]3[CH2:12][CH2:13][O:14][CH2:15][CH2:16]3)[c:17]2[s:18]1>>OCc1cc2nc(Cl)nc(N3CCOCC3)c2s1 ;1,2;1-2-2.0;1-2-1.0
[CH3:1][O:2][c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([O:10][c:11]3[cH:12][cH:13][c:14]([NH2:15])[cH:16][n:17]3)[c:18]2[cH:19][c:20]1[O:21][CH3:22].[O:23]=[C:24]([CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[N:32]=[C:33]=[S:34]>>COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cn3)c2cc1OC 15;32;32-33-2.0;15-33-1.0,32-33-1.0
[CH3:15][C:16](=[O:17])[Cl:18].[Cl:3][c:4]1[cH:5][c:6]([C:7]2=[CH:8][CH2:9][CH2:10][CH2:11]2)[cH:12][cH:13][n:14]1.[I-:2].[Na+:1]>>Ic1cc(C2=CCCC2)ccn1 ;;3-4-1.0;2-4-1.0
[BrH:28].[CH3:1][O:2][C:3](=[O:4])[N:5]1[CH2:6][CH2:7][CH:8]([c:9]2[cH:10][c:11]([OH:12])[n:13][o:14]2)[CH2:15][CH:16]1[CH2:17][c:18]1[cH:19][cH:20][c:21]([S:22]([CH3:23])(=[O:24])=[O:25])[cH:26][cH:27]1>>CS(=O)(=O)c1ccc(CC2CC(c3cc(O)no3)CCN2)cc1 ;3,5;2-3-1.0,3-4-2.0,5-6-1.0,6-7-1.0;3-7-1.0
[CH3:15][O:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][c:22]([N+:23](=[O:24])[O-:25])[c:26]([F:27])[cH:28]1.[ClH:29].[H-:13].[NH2:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[cH:9][cH:10][c:11]1[Cl:12].[Na+:14]>>COC(=O)c1ccc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c1 1;;26-27-1.0;1-26-1.0
[CH3:1][S:2](=[O:3])(=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[n:10][cH:11][c:12]3[c:13]([Cl:14])[n:15][cH:16][n:17][c:18]23)[cH:19][cH:20]1.[CH3:21][C:22]([CH3:23])([CH3:24])[O:25][C:26](=[O:27])[NH:28][CH:29]1[CH2:30][CH2:31][CH:32]([NH2:33])[CH2:34][CH2:35]1.[K+:40].[K+:41].[O:36]=[C:37]([O-:38])[O-:39]>>CC(C)(C)OC(=O)NC1CCC(Nc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2)CC1 33;;13-14-1.0;13-33-1.0
[CH3:12][CH2:13][CH2:14][NH2:15].[CH3:16][C:17](=[O:18])[O:19][BH-:20]([O:21][C:22]([CH3:23])=[O:24])[O:25][C:26]([CH3:27])=[O:28].[Na+:29].[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([CH2:6][CH2:7]1)[O:8][CH2:9][CH2:10][O:11]2>>CCCNC1CCC2(CC1)OCCO2 15;2;1-2-2.0;15-2-1.0
[CH3:1][CH2:2][S:3][c:4]1[cH:5][c:6]([OH:7])[c:8]2[cH:9][cH:10][cH:11][c:12]([Cl:13])[c:14]2[n:15]1.[CH3:22][O:23][c:24]1[cH:25][cH:26][c:27]([CH2:28][Cl:29])[cH:30][cH:31]1.[Cs+:20].[Cs+:21].[O:16]=[C:17]([O-:18])[O-:19]>>CCSc1cc(OCc2ccc(OC)cc2)c2cccc(Cl)c2n1 7;;28-29-1.0;28-7-1.0
[Al+3:2].[CH3:7][CH2:8][NH:9][C:10](=[O:11])[CH:12]1[CH2:13][CH2:14][CH2:15]1.[H-:1].[H-:4].[H-:5].[H-:6].[Li+:3]>>CCNCC1CCC1 ;10;10-11-2.0;
[BH4-:32].[CH2:12]1[CH2:13][CH2:14][O:15][CH2:16]1.[CH3:25][CH2:26][N:27]([CH2:28][CH3:29])[CH2:30][CH3:31].[CH3:2][CH2:3][CH:4]([CH3:5])[CH:6]([NH2:7])[C:8](=[O:9])[O:10][CH3:11].[ClH:1].[Na+:33].[O:17]=[CH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>CCC(C)C(NCc1ccccc1)C(=O)OC 7;18;17-18-2.0;18-7-1.0
[O:1]=[C:2]([OH:3])[C:4]([F:5])([F:6])[F:7].[O:8]=[C:9]([NH:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[c:17](-[c:18]1[n:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]3[nH:26]1)[n:27][n:28]2[CH:29]1[CH2:30][CH2:31][CH2:32][CH2:33][O:34]1)[NH:35][c:36]1[cH:37][cH:38][c:39]([F:40])[cH:41][c:42]1[F:43]>>O=C(Nc1ccc2[nH]nc(-c3nc4ccccc4[nH]3)c2c1)Nc1ccc(F)cc1F ;28;28-29-1.0;
[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH:6]1[c:7]2[cH:8][cH:9][cH:10][c:11]([F:12])[c:13]2[N:14]=[C:15]([N:16]2[CH2:17][CH2:18][N:19]([c:20]3[cH:21][cH:22][c:23]([F:24])[c:25]([F:26])[cH:27]3)[CH2:28][CH2:29]2)[N:30]1[c:31]1[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][cH:39][c:40]1[O:41][CH3:42].[ClH:45].[Na+:44].[OH-:43]>>COc1ccc(C(F)(F)F)cc1N1C(N2CCN(c3ccc(F)c(F)c3)CC2)=Nc2c(F)cccc2C1CC(=O)O ;2;1-2-1.0;
[CH3:1][CH2:2][n:3]1[n:4][c:5]([NH:6][CH2:7][C:8](=[O:9])[NH:10][CH:11]2[CH2:12][NH:13][CH2:14]2)[c:15]2[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23][c:24]12.[CH3:32][CH2:33][O:34][C:35](=[O:36])[CH:37]1[CH2:38][CH2:39][C:40](=[O:41])[CH2:42][CH2:43]1.[O:25]=[C:26]([OH:27])[C:28]([F:29])([F:30])[F:31]>>CCOC(=O)C1CCC(N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc34)C2)CC1 13;40;40-41-2.0;13-40-1.0
[CH3:16][CH2:17][O:18][C:19]([CH3:20])=[O:21].[CH3:22][C:23](=[O:24])[OH:25].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]([C:7]([F:8])([F:9])[F:10])[c:11]([Cl:12])[cH:13][c:14]1[OH:15]>>Nc1cc(C(F)(F)F)c(Cl)cc1O ;2;1-2-2.0,2-3-1.0;
[CH3:1][c:2]1[cH:3][c:4]([Br:5])[cH:6][cH:7][n:8]1.[K+:28].[K+:29].[O:30]=[C:31]([O-:32])[O-:33].[cH:14]1[cH:15][n:16][c:17]2[c:18]([cH:19]1)[cH:20][cH:21][c:22]1[cH:23][cH:24][cH:25][n:26][c:27]21.[cH:9]1[cH:10][n:11][nH:12][cH:13]1>>Cc1cc(-n2cccn2)ccn1 12;;4-5-1.0;12-4-1.0
[CH3:15][CH2:16][N:17]([CH2:18][CH3:19])[CH2:20][CH3:21].[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[c:13]1[NH2:14].[O:22]=[C:23]([O:24][C:25](=[O:26])[C:27]([F:28])([F:29])[F:30])[C:31]([F:32])([F:33])[F:34]>>COC(=O)c1cccc([N+](=O)[O-])c1NC(=O)C(F)(F)F 14;;22-23-2.0,23-24-1.0,24-25-1.0;14-23-1.0,23-24-2.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[s:7][c:8]([Cl:9])[n:10][c:11]1[C:12]([F:13])([F:14])[F:15].[CH3:40][N:41]([CH3:42])[CH:43]=[O:44].[F:16][C:17]([F:18])([F:19])[C:20]1([c:21]2[cH:22][c:23]([Cl:24])[c:25]([Cl:26])[c:27]([Cl:28])[cH:29]2)[CH2:30][CH2:31][NH:32][CH2:33]1.[K+:38].[K+:39].[O:34]=[C:35]([O-:36])[O-:37]>>CCOC(=O)c1sc(N2CCC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)nc1C(F)(F)F 32;;8-9-1.0;32-8-1.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][cH:9][c:10]([O:11][c:12]2[cH:13][cH:14][c:15]([C:16](=[O:17])[NH:18][CH2:19][CH2:20][c:21]3[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]3)[cH:28][cH:29]2)[c:30]([Br:31])[cH:32]1.[Na+:34].[OH-:33].[OH2:35]>>O=C(O)Cc1ccc(Oc2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c(Br)c1 ;3;2-3-1.0;
